ID,Description,Entry_ID,Comment,Derived_Meaning_Chintang,Derived_Meaning_English,Derived_Meaning_Nepali,Expanded_Definition_English,Expanded_Definition_Nepali,alt_translation1
SN000410,be.stunned; be.nervous,attal,,,,,,,आत्तिनु
SN000411,obstinate; perverse; insolent; headstrong; naughty,atteri,,,,,,,अट्टेरी
SN000412,thirty.eight,attis,,,,,,,अठतिस
SN000413,obstruct,atto,,,,,,,अत्तो
SN000414,ouch,attha,,,,,mostly used when touching or eating hot things,,आत्थ्यु
SN000415,hurry; haste; lack.of.time,aturi,,,,,,,आत्तुरी
SN000416,tyranny,atyacar,,,,,,,अत्याचार
SN000417,extremely,atyantai,,,,,,,अत्यान्तै
SN000418,eight,ath,,,,,,,आठ
SN000419,fifty.paisa,athana,,,,,,,आठाना
SN000420,an.ethnic.group; a.language,athapare,,,,,,,आठपहरिया
SN000421,eighteen,athara,,,,,,,अठार
SN000422,eighth,LX000105,,,,,,,आठौं
SN000423,or,athawa,,,,,,,अथवा
SN000424,forty.eight,athcalis,,,,,,,अठचालीस
SN000425,before; earlier; some.time.ago,athom,,,,,,,अघि; पहिला
SN000426,scale.for.weight,athpola,,,,,,,आठपोल
SN000427,twenty.eight,aththais,,,,,,,अठ्ठाइस
SN000428,meow,au,,,,,,,आँऊ
SN000429,come; be.possible,LX000106,,,,,,,आउनु
SN000430,EXCLA,LX000107,,,,,Oh!,"बिसमयबोधक शब्द । यसको प्रयोग शोक, हर्ष बुझाउन प्रयोग गरिन्छ ।",औ
SN000431,FILLER,LX000108,,,,,,,अउँ
SN000432,2MH,-au,,,,,2nd person medium honorific,,-औ
SN000433,CAUS,LX000109,,,,,causative,,-आउ
SN000434,1p; OPT.1p,LX000110,,,,,1st person plural,,-औं
SN000435,ORDIN,LX000111,,,,,forms ordinal from cardinal numbers,,-औं
SN000436,coming,LX000112,,,,,,,आउँदो
SN000437,tool,aujar,,,,,,,औजार
SN000438,fever,aul,,,,,,,औल
SN000439,finger,LX000113,,,,,,,औंला
SN000440,belonging.to.low.land; marsh,aule,,,,,,,औले
SN000441,dried,aulehiko,,,,,,,ओइलाएको
SN000442,medicine,ausadhi,,,,,,,औषधी
SN000443,no.moon.day,LX000114,,,,,,,औंसी
SN000444,out,aut,,,,,,,आउट
SN000445,ring,LX000115,,,,,,,औंठी
SN000446,sound; voice; noise,awaj,,,,,,,आवाज
SN000447,necessary; indispensable,awasek,,,,,,,आवश्यक
SN000448,need,awasekta,,,,,,,आवश्कता
SN000449,incarnation,awatar,,,,,an avatār is the manifestation of a divine being in the human world,,अवतार
SN000450,manifested; incarnated,awatari,,,,,,,अवतारी
SN000451,EXCLA,LX000116,,,,,manner of crying,,
SN000452,afterwards; later,awet,,,,,,,पछि
SN000453,today,LX000117,,,,,,,आज; अब
SN000454,unsuitable,ayogge,,,,,,,अयोग्य
SN000455,age,ayu,,,,,,,आयु
SN000456,tika.mantra,ayudronasute,,,,,mantra recited in the tika ceremony of Dashain festival; literal meaning 'May you have a long life like the son of Drona!',,आयुर्द्रोणसुते
SN000457,a.name,ayus,,,,,male name,,आयुस्
SN000458,age,ayutra,,,,,,,आयुरुद्रा
SN000459,uhm,LX000118,,,,,said when one has a word on the tip of the tongue,भन्नु पर्ने कुरा नआउँदा यो थेगो को रुपमा प्रयोग हुन्छ जसको खास अर्थ छैन ।,अँ
SN000460,yes,LX000119,The phonological form of this word is /VʔV/. The tongue height and the degree of labial closure and in the segment before and after the glottal stop vary; [ʌ] and [u] are just the endpoints of a continuum. A full closure ([ʔmʔm]) is possible as well (but never transcribed?).,,,,,,अँ
SN000461,DEM.PROX,ba,,,,,used for things within reach,,यो
SN000462,father,LX000120,,,,,,,बा
SN000463,cow,LX000121,,,,,,,गाई
SN000464,moo,LX000122,,,,,imitation of the lowing of a cow,गाई कराएको नक्कल,बाँ
SN000465,lord,baba,,,,,,,बाबा
SN000466,EXCLA,babare,,,,,expresses surprise,,बबरे
SN000467,a.name,babita,,,,,female name,,बबिता
SN000468,a.kind.of.grass,babiyo,,,,,,बाबियो एक प्रकारको घाँस हो । यसलाई डोरी बाट्न पनि प्रयोग गरिन्छ ।,बाबियो
SN000469,baby; father,babu,,,,,,,बाबु
SN000470,survive; live,bac,,,,,,,बाच्नु
SN000471,promise; agreement,baca,,,,,,,बाचा
SN000472,promise; word; speech,bacan,,,,,,,बचन
SN000473,a.deity,LX000123,,,,,god of promise,,बाचाको ठूलो
SN000474,a.deity,LX000124,,,,,goddess of promise,,बाचाको ठूलो देवता
SN000475,save; defend; spare,bacau,,,,,,,बचाउनु
SN000476,child,bacca,,,,,,,बच्चो
SN000477,male.calf,bacha,,,,,,,बाच्छो
SN000478,a.caste,bachana,,,,,,,बाछाना
SN000479,female.calf,bachi,,,,,,,बाछि
SN000480,sprinkling; drops,bachita,,,,,raindrops blown through a window,,बाछिटा
SN000481,increase; grow; spread,bad,,agadi badhnu,advance; move.forward,अगाडि बढ्नु.,,,बढ्नु
SN000482,divide; share; allot; distribute,LX000125,,,,,,,बाँड्नु
SN000483,big; huge,bada,,,,,,,ठुलो
SN000484,festival,LX000126,,,,,,,चाड
SN000485,quickly; fast,badadawa,,,,,,,फटाफट
SN000486,a.tree,badahar,,,,,,,बडहर
SN000487,cloud,badal,,,,,,,बादल
SN000488,change,LX000127,,,,,,,बदल्नु
SN000489,change; exchange; relief; retaliation,badala,,,,,,,बद्ला; बदला
SN000490,peanut; almond,badam,barom sems to be a child language form,,,,,,बदाम
SN000491,sweep,badar,,,,,,,बडार्नु
SN000492,monkey,LX000128,,,,,,,बाँदर
SN000493,one.who.lives.in.rent,badawala,,,,,,,भाडावाला
SN000494,a.lot; much; too.much; very; more; larger,baddhe,,,,,,,धेरै; बढी
SN000495,constraint; obligation; compulsion,baddheta,,,,,,,बाध्यता
SN000496,side,badi,,,,,be on one's side (e.g. in a political sense),,वादी
SN000497,bad.character; person.of.bad.character,badmas,,,,,,,बदमास
SN000498,naughty,badmasi,,,,,,,बदमासी
SN000499,loudly,LX000129,,,,,,,
SN000500,a.name,badri,,,,,male name,,बद्री
SN000501,a.kind.of.berry,badrika,,,,,,,एक प्रकारको फल
SN000502,hiccup; hiccough,baduli,,,,,,,बाड़ुलि
SN000503,bind; tie.up; fasten,badh,,,,,,,बाँध्नु
SN000504,obstacle; restraint; obstruction,badha,,,,,,,बाधा
SN000505,congratulation,badhai,,,,,,,बधाई
SN000506,a.lot; too.much,badhi,,,,,,,बढी
SN000507,flow,bag,,,,,,,बग्नु
SN000508,plum,bagada,,,,,,,बखडा
SN000509,garden,LX000130,,,,,,,बगैंचा
SN000510,group,bagal,,,,,,,बगाल
SN000511,sandy.place,bagar,,,,,,,बगर
SN000512,a.place,bagbajar,,,,,a part of Kathmandu,,बागबजार
SN000513,a.deity,bageswori,,,,,,,बागेश्वारी
SN000514,a.river,bagmati,,,,,,,बागमती
SN000515,tiger,bagh,,,,,,,बाघ
SN000516,a.place,baghesori,,,,,,,बाघेश्वरी
SN000517,a.middle.name,bahadur,,,,,"male middle name; lit. ""brave""",,बहादुर
SN000518,flood,bahal,,,,,,,भल
SN000519,a.holy.stone,LX000131,,,,,a holy stone that is worshipped,,पूजा गर्ने पवित्र ढुङ्गा
SN000520,beside; besides; except,-bahek,,,,,,,-बाहेक
SN000521,younger.sister,bahini,,,,,,,बहिनी
SN000522,outside,bahira,,,,,,,बाहिर
SN000523,multiparty,bahudal,,,,,,,बहुदल
SN000524,multiple,bahumukhi,,,,,,,बहुमुखि
SN000525,brahman,bahun,,,,,,,बाहुन
SN000526,much; very,bahut,,,,,,,बहुत
SN000527,bye,bai,,,,,,,बाइ
SN000528,shaman; healer,LX000132,,,,,a type of shaman,,बैदाङ्ग; धामी
SN000529,scientific,baigyanik,,,,,,,वैज्ञानिक
SN000530,heaven,baikuntha,,,,,,,बैकुण्ठ
SN000531,sterile; barren,baila,,,,,,,बैला
SN000532,dishonest,baimani,,,,,,,बैमानी
SN000533,a.name,baindarni,,,,,,,बैदार्नि
SN000534,shit; piss,baira,,,,,,,दिसा; पसाब
SN000535,jujube,bairasi,,,,,,,बयर
SN000536,enemy,bairi,,,,,,,बैरी
SN000537,twenty.two,bais,,,,,,,बाइस
SN000538,age; youth; time; period,LX000133,,,,,,,बैँस्
SN000539,a.month,baisak,,,,,first month of Nepalese calendar,,बैसाख
SN000540,a.festival,baisake,,,,,,नेपाली वर्षको सुरुवातमा पर्ने पर्व ।,बैसाखे
SN000541,sixty.two,baisathi,,,,,,,बैसाठी
SN000542,meeting,baithak,,,,,,,बैठक
SN000543,ending,baithani,,,,,,,बैठान; अन्त्य
SN000544,here,LX000134,this adverb can be analyzed as ba- 'Demonstrative.Proximate' + -iʔ 'Locative',,,,,,यहाँ
SN000545,play; ring,baj,,,,,,,बच्नु
SN000546,quarrel; argue,LX000135,,,,,,,बाझ्नु
SN000547,instrument,baja,,,,,,,बाजा
SN000548,market,bajar,,,,,,,बजार
SN000549,play,bajau,,,,,,,बजाउनु
SN000550,grandfather,baje,,,,,,,बाजे
SN000551,o'clock,LX000136,,,,,,,बजे
SN000552,budget,bajet,,,,,,,बजेट
SN000553,fight; quarrel,bajho,,,,,,,बाझो
SN000554,time,baji,,,,,,,बाजि
SN000555,bet; race,LX000137,,,,,,,बाजी
SN000556,flattened.rice,LX000138,,,,,,,बजी
SN000557,uncultivated.land,LX000139,,,,,,खन-जोत नगरिएको जग्गा,बाँझो
SN000558,a.name,bajurnath,,,,,,,बजुरनाथ
SN000559,clearly,bakaida,,,,,,,बकैदा
SN000560,box,bakas,,,,,,,बाकस्; बकस्
SN000561,a.name,bakbale,,,,,,,बगबले
SN000562,beer.dregs,bakcasip,,,,,"in Chintang, beer is made by infusing a fermented grain mash (typically of millet) with hot water. Grains that have been used once are called bakcasip and are fed to the pigs.",जाँड तयार भइसकेपछि छानेर छुट्टाइएको कोदोको छोक्रा जुन सुँगुरलाई चारोको रूपमा दिइन्छ,कट
SN000563,remaining; surplus,LX000140,,,,,,,बाँकि
SN000564,sentence; phrase,bakke,,,,,,,वाक्य
SN000565,fool.around; be.naughty; make.a.joke,bakle,the origin of this word remains unclear; बगालिनु does exist but rather means 'flock together' - plus it has [g] and not [k].,,,,,,बगालिनु; बदमास हुनु; हल्ला गर्नु; ठट्टा गर्नु
SN000566,a.place,baklori,,,,,,,बोक्लोरी
SN000567,a.name,bakman,,,,,male name,,बकमन्
SN000568,speaker,bakta,,,,,,,वक्ता
SN000569,speech,baktabbe,,,,,statement,,वक्तव्य
SN000570,thick,bakulo,,,,,,,बाक्लो
SN000571,ground; soil,bakha,,,,,,,भुइँ
SN000572,describe; relate,bakhan,,,,,,,बखान्नु
SN000573,description; report; history; narration,LX000141,,,,,,,बखान
SN000574,tell; narrate,LX000142,,,,,,,बखान्नु
SN000575,junglefowl,LX000143,,,,,,,लुइँचे
SN000576,goat,bakhra,,,,,,,बाख्रा
SN000577,burn; light,bal,,,,,,,बाल्नु
SN000578,burn; catch.fire; be.lit,LX000144,,,,,,,बल्नु
SN000579,strength; power; effort,LX000145,variant in -ll with -a [NTVZ],,,,,,बल
SN000580,cross,LX000146,,,,,,,खप्ट्याउनु
SN000581,a.name,LX000147,,,,,male name,,बल
SN000582,child,balak,,,,,,,बालक
SN000583,block; compartment,LX000148,,,,,,,ब्लक; खण्ड
SN000584,rufous.woodpecker,balalama,,,,,celeus brachyurus,,ठकठके; टकटके
SN000585,a.place,LX000149,,,,,,,बालाङ्खा
SN000586,childhood,balapan,,,,,,,बालापन
SN000587,a.name,balaram,,,,,male name,,बलराम
SN000588,a.place,balauteni,,,,,,,बालौटेनी
SN000589,children,balbalika,,,,,,,बालबालिका
SN000590,eaves,LX000150,,,,,,,बलेँसि
SN000591,bubble.gum,balgam,,,,,,,बलगम्
SN000592,crops; harvest,bali,,,,,,,बालीनाली
SN000593,sacrifice; sacrificial.victim,LX000151,,,,,,,बली
SN000594,employee; an.ethnic.group,balighare,,,,,similar to bonded labour; employee is paid in grains,,बाली घरे
SN000595,a.payment.system,LX000152,,,,,similar to bonded labour; employee is paid in grains,,बाली घरे
SN000596,girl; child,balika,,,,,,,बालिका
SN000597,strong,baliyo,"also used for ""pleasing"" babies",,,,,,बलियो
SN000598,a.place,balkhu,,,,,a district of Kathmandu,,बल्खु
SN000599,finally; after.long.time; with.difficulty; hardly,balla,,,,,,,बल्ल
SN000600,alright,balle,,,,,,,ठीक
SN000601,a.place,balmandir,,,,,,,बालमन्दिर
SN000602,a.name,balna,,,,,,,बल्ना
SN000603,bucket,balti,,,,,,,बाल्टि
SN000604,a.name,baluma,,,,,female name,,बालुमा
SN000605,sand,baluwa,,,,,,,बालुवा
SN000606,bamboo,bambo,,,,,,,बाँस
SN000607,Brahman.man,bamna,,,,,a male member of the highest Hindu caste,,बाहुन
SN000608,a.river,bamnikhola,,,,,,,बाम्नी खोला
SN000609,Brahman.woman,bamnima,,,,,a female member of the highest Hindu caste,,बाहुनी
SN000610,very.short,bampudki,,,,,,,बाम्पुड्की
SN000611,pipe; fife,bamsi,,,,,,,बंशी
SN000612,LOC.DOWN locative pointing down,-bamu,,,,,altitudinal locative (down),,
SN000613,forest,ban,,,,,,,वन
SN000614,become; be.made; be.done,LX000153,,,,,,,बन्नु
SN000615,come; blow,LX000154,,,,,,,आउनु
SN000616,make; repair,banau,,,,,,,बनाउनु
SN000617,a.name,banbir,,,,,,,बनबिर
SN000618,axe,bancaro,,,,,,,बन्चरो
SN000619,splinter; small.piece.of.wood,bancewa,,,,,,,चोइटा
SN000620,be.long,band,,,,,,,लामो हुनु
SN000621,strike,banda,,,,,,,बन्द
SN000622,closed; shutdown,LX000155,,,,,,,बन्द
SN000623,partition,LX000156,,,,,,,वण्डा
SN000624,mortgage,bandaki,,,,,,,बन्दकी
SN000625,cabbage,bandakopi,,,,,,,बन्दकोपी
SN000626,prison,bandan,,,,,,,बन्धन
SN000627,a.name,bande,,,,,,,बन्दे
SN000628,plan; arrangement,bandobasta,,,,,,,बन्दोबस्त
SN000629,LOC.UP locative pointing up,-bandu,Variant -ndu only with ba [DEM.PROX] demonstrative proximal.,,,,altitudinal locative (up),,
SN000630,gunman,banduke,,,,,,,बन्दुकेल
SN000631,a.name,banduwa,,,,,,,बन्दुवा
SN000632,habit,bani,,,,,,,बानी
SN000633,a.language; a.clan.of.Rai,bantawa,,,,,,राइ जातीहरुको एउटा समुह जस्ले भाषा र जाती दुबै बुझाउदछ् ।,बान्तवा
SN000634,uncle,LX000157,,,,,,,काका
SN000635,IDEOPH,LX000158,,,,,way of blowing dust; dusty wind,,बेस्सरी
SN000636,cotton; cotton.plant,LX000159,,,,,,,कपास
SN000637,cheek.teeth,LX000160,,,,,,,भंगारा
SN000638,a.place,LX000161,,,,,,,बाङ्गे
SN000639,crooked; bent; twisted; untoward; froward; perverse,LX000162,,,,,,,बाङ्गो
SN000640,a.kind.of.millet,LX000163,,,,,,,जुनेलो
SN000641,forcefully,LX000164,,,,,beating or hitting with force,,डङकिडङ
SN000642,a.name,LX000165,,,,,,,बाङखुर
SN000643,offspring; generation,LX000166,,,,,,,बंश
SN000644,this.time; this.year,bapali,can be considered as univerbated as pali only means 'turn' when occurring independently,,,,,,यसपालि; यो वर्ष
SN000645,except,-bapat,,,,,,,-बापत
SN000646,steam; mist; vapour,baph,,,,,,,बाफ
SN000647,ouch; oh; ooph; my.goodness,baphre,,,,,interjection of pain or wonder,,बाफ्रे
SN000648,banyan,bar,,,,,,,बरको रूख
