ID,Language_ID,Headword,Part_Of_Speech,Alternative_Pronounciation,Citation_Form,Etymology,Language,Question,Register,Regular_Allomorphs,Valency
LX000112,ctn,aũdo,adj,,,,N,,,,
aujar,ctn,aujar,n,,,,N,,,,
aul,ctn,aul,n,,,,N,,,,
LX000113,ctn,aũla,n,aũle ; aũle ; amla ; auli ; aulo,,,N,,,,
aule,ctn,aule,adj,,,,N,,,,
aulehiko,ctn,aulehiko,adj,,,,C/N,,,,
ausadhi,ctn,ausadhi,n,,,,N,,,,
LX000114,ctn,aũsi,n,,,,N,,,,
aut,ctn,aut,interj,,,,E,,,,
LX000115,ctn,aũthi,n,auŋthi ; authi,,,N,,,,
awaj,ctn,awaj,n,,,,N,,,,
awasek,ctn,awasek,adj,,,,N,,,,
awasekta,ctn,awasekta,n,,,,N,,,,
awatar,ctn,awatar,n,autar,,,N,,,,
awatari,ctn,awatari,adj,autari,,,N,,,,
LX000116,ctn,ãwau,interj,awau,,,C/N,,,,
awet,ctn,awet,adv,aweʔ,,,B,,,,
LX000117,ctn,ayɨ,adv,ai,,,B,,,,
ayogge,ctn,ayogge,adj,,,,N,,,,
ayu,ctn,ayu,n,,,,N,,,,
ayudronasute,ctn,ayudronasute,interj,,,,N,,,,
ayus,ctn,ayus,n,ayush,,,N,,,,
ayutra,ctn,ayutra,n,ayurutra ; ayurudra,,,N,,,,
LX000118,ctn,ayuʔ,interj,aʔyu,,,C,,,,
LX000119,ctn,aʔã,interj,aa ; aʔa ; aʔaʔ ; ãã ; aʔãʔ ; ããʔ ; ãʔ ; ãʔã ; eʔe ; iʔi ; ĩʔĩ ; uʔu ; uʔuʔ ; uʔũ ; uʔũʔ ; ũʔ ; ũʔã ; ũʔh ; ũʔũ ; ɨʔɨ ; ɨ̃ɨ̃ ; ɨʔ ; ɨ̃ʔɨ̃,,,C,,,,
ba,ctn,ba,pro,baʔ ; bha ; ha ; wa ; haʔ ; bhaʔ,,,C,,,bak,
LX000120,ctn,ba,n,,,,N,,,,
LX000121,ctn,bã,n,,,,C,,child,,
LX000122,ctn,bã,interj,bõ ; õ ; bo,,,C/N,,,,
baba,ctn,baba,n,,,,C,,ritual,,
babare,ctn,babare,interj,,,,N,,,,
babita,ctn,babita,n,,,,N,,,,
babiyo,ctn,babiyo,n,,,,N,,,,
babu,ctn,babu,n,,,,N,,,,
bac,ctn,bac,vi,,bacnu,,N,,,,
baca,ctn,baca,n,,,,N,,,,
bacan,ctn,bacan,n,,,,N,,,,
LX000123,ctn,bacataŋba,n,,,,C,,ritual,,
LX000124,ctn,bacataŋma,n,,,,C,,ritual,,
bacau,ctn,bacau,vt,,bacaunu,,N,,,baca,
bacca,ctn,bacca,n,,,,N,,,,
bacha,ctn,bacha,n,,,,N,,,,
bachana,ctn,bachana,n,,,,N,,,,
bachi,ctn,bachi,n,,,,N,,,,
bachita,ctn,bachita,n,bachetta,,,N,,,,
bad,ctn,bad,vi,badh,badnu,,N,,,,
LX000125,ctn,bãd,vt,,bãdnu,,N,,,,
bada,ctn,bada,adj,bado,,,H,,,,
LX000126,ctn,bada,n,cadabada,cada bada,,C/N,,ritual,,
badadawa,ctn,badadawa,adv,,badadawa,,C,,,,
badahar,ctn,badahar,n,,,,N,,,,
badal,ctn,badal,n,,,,N,,,,
LX000127,ctn,badal,vt,badl,badalnu,,N,,,,
badala,ctn,badala,n,badla,,,N,,,,
badam,ctn,badam,n,bʌdam ; barom,,,N,,,,
badar,ctn,badar,vt,,badarnu,,N,,,,
LX000128,ctn,bãdar,n,,,,N,,,,
badawala,ctn,badawala,n,,,,N,,,,
baddhe,ctn,baddhe,adv,badde ; baddei ; baddhei ; baddheiʔ,,,C/N,,,,
baddheta,ctn,baddheta,n,baddhayata ; badhyata ; badeta,,,N,,,,
badi,ctn,badi,n,,,,N,,,,
badmas,ctn,badmas,n,,,,N,,,,
badmasi,ctn,badmasi,adj,,,,N,,,,
LX000129,ctn,badoŋ,adv,,,,C,,,,
badri,ctn,badri,n,,,,N,,,,
badrika,ctn,badrika,n,,,,C,,,,
baduli,ctn,baduli,n,baruli,,,N,,,,
badh,ctn,badh,vt,bad,badhnu,,N,,,,
badha,ctn,badha,n,,,,N,,,,
badhai,ctn,badhai,n,,,,N,,,,
badhi,ctn,badhi,adv,badi ; bari ; badhe ; bodhi,,,N,,,,
bag,ctn,bag,vi,,bagnu,,N,,,,
bagada,ctn,bagada,n,,,,N,,,,
LX000130,ctn,bagaĩca,n,,,,N,,,,
bagal,ctn,bagal,n,,,,N,,,,
bagar,ctn,bagar,n,bʌgʌr,,,N,,,,
bagbajar,ctn,bagbajar,n,,,,N,,,,
bageswori,ctn,bageswori,n,,,,N,,,,
bagmati,ctn,bagmati,n,,,,N,,,,
bagh,ctn,bagh,n,,,,N,,,,
baghesori,ctn,baghesori,n,,,,N,,,,
bahadur,ctn,bahadur,n,badur,,,N,,,,
bahal,ctn,bahal,n,bhal ; bhʌl,,,C/N,,,,
LX000131,ctn,bahaluŋ,n,,,,C,,ritual,,
-bahek,ctn,-bahek,gm,,,,N,,,,
bahini,ctn,bahini,n,baini,,,N,,,,
bahira,ctn,bahira,adv,baira ; bairi,,,N,,,,
bahudal,ctn,bahudal,adj,,,,N,,,,
bahumukhi,ctn,bahumukhi,adj,,,,N,,,,
bahun,ctn,bahun,n,,,,N,,,,
bahut,ctn,bahut,adv,,,,N,,,,
bai,ctn,bai,interj,,,,E,,,,
LX000132,ctn,baidaŋ,n,baidaŋi ; bʌidaŋ ; baidhaŋ ; baidhaŋi,,,N,,,,
baigyanik,ctn,baigyanik,adj,baigenik,,,N,,,,
baikuntha,ctn,baikuntha,n,,,,N,,,,
baila,ctn,baila,adj,,,,N,,,,
baimani,ctn,baimani,n,,,,N,,,,
baindarni,ctn,baindarni,n,baidarni,,,N,,,,
baira,ctn,baira,n,,,< N. bahirʌ 'outside' (via bahirʌ janu/khaiʔma 'go outside (= to use the toilet)'),N,,,,
bairasi,ctn,bairasi,n,,,,C/N,,,,
bairi,ctn,bairi,n,bʌiri,,,N,,ritual,,
bais,ctn,bais,num,,,,N,,,,
LX000133,ctn,bais,n,baĩs,,,N,,,,
baisak,ctn,baisak,n,baisakh ; baisakha,,,N,,,,
baisake,ctn,baisake,n,baisakhe,,,N,,,,
baisathi,ctn,baisathi,num,,,,N,,,,
baithak,ctn,baithak,n,,,,N,,,,
baithani,ctn,baithani,n,bʌithani,,,C/N,,,,
LX000134,ctn,baiʔ,adv,,,,C,,,,
baj,ctn,baj,vi,,bajnu,,N,,,,
LX000135,ctn,baj,vi,bajh,bajnu,,N,,,,
baja,ctn,baja,n,,,,N,,,,
bajar,ctn,bajar,n,bajjar,,,N,,,,
bajau,ctn,bajau,vt,,bajaunu,,N,,,baja ; baj,
baje,ctn,baje,n,,,,N,,,,
LX000136,ctn,baje,adv,baji,,,N,,,,
bajet,ctn,bajet,n,,,,E,,,,
bajho,ctn,bajho,n,bajo,,,N,,,,
baji,ctn,baji,n,,,,N,,,,
LX000137,ctn,baji,n,,,,N,,,,
LX000138,ctn,baji,n,,,,N,,,,
LX000139,ctn,bãjo,n,bãjho ; bajo,,,N,,,,
bajurnath,ctn,bajurnath,n,,,,N,,,,
bakaida,ctn,bakaida,adv,,,,N,,,,
bakas,ctn,bakas,n,bakkas,,,N/E,,,,
bakbale,ctn,bakbale,n,,,,N,,,,
bakcasip,ctn,bakcasip,n,,,,C,,,,
LX000140,ctn,bãki,adj,baki,,,N,,,,
bakke,ctn,bakke,n,,,,N,,,,
bakle,ctn,bakle,vi,,bakle-lima,,C/N,,,,S-NOM V-s(S)
baklori,ctn,baklori,n,boklori,,,C/N,,,,
bakman,ctn,bakman,n,,,,N,,,,
bakta,ctn,bakta,n,,,,N,,,,
baktabbe,ctn,baktabbe,n,,,,N,,,,
bakulo,ctn,bakulo,adj,bhakulo ; baklo,,,N,,,,
bakha,ctn,bakha,n,,,,B,,,,
bakhan,ctn,bakhan,vt,,bakhannu,,N,,,,
LX000141,ctn,bakhan,n,,,,N,,,,
LX000142,ctn,bakhan,vt,,bakhannu,,N,,,,
LX000143,ctn,bakheŋwa,n,bakheũwa ; bakheĩwa,,,C,,,,
bakhra,ctn,bakhra,n,bakro ; bakra ; bakhara,,,N,,,,
bal,ctn,bal,vt,,balnu,,N,,,,
LX000144,ctn,bal,vi,,balnu,,N,,,,
LX000145,ctn,bal,n,bol,,,N,,,ball ; boll,
LX000146,ctn,bal,vt,,baĩma,,C,,,baĩ ; ban,
LX000147,ctn,bal,n,,,,N,,,,
balak,ctn,balak,n,balakh,,,N,,,,
LX000148,ctn,balak,n,,,,E,,,,
balalama,ctn,balalama,n,balama,,,C,,,,
LX000149,ctn,balaŋkha,n,,,,N,,,,
balapan,ctn,balapan,n,bacpan,,,N,,,,
balaram,ctn,balaram,n,,,,N,,,,
balauteni,ctn,balauteni,n,,,,N,:to be reviewed:,,,
balbalika,ctn,balbalika,n,,,bal 'boy' + balika 'girl',N,,,,
LX000150,ctn,balẽsi,n,balesi,,,N,,,,
balgam,ctn,balgam,n,bʌlgʌm,,,C/N/E,,,,
bali,ctn,bali,n,balinali,,,N,:to be reviewed:,,,
LX000151,ctn,bali,n,,,,N,,,,
balighare,ctn,balighare,n,,,,N,,,,
LX000152,ctn,balighare,n,,,,N,,,,
balika,ctn,balika,n,,,,N,,,,
baliyo,ctn,baliyo,adj,balyo ; bolleu ; balliyo ; bolle ; bollei ; bolliyo,,,N,,,,
balkhu,ctn,balkhu,n,,,,N,,,,
balla,ctn,balla,adv,bolla ; ballaballa,,,N,,,,
balle,ctn,balle,adj,,,,C,this entry could be a contraction of balleu = Nep. बलियो 'strong',,,
balmandir,ctn,balmandir,n,,,,N,,,,
balna,ctn,balna,n,,,,N,,,,
balti,ctn,balti,n,baltin,,,N,,,,
baluma,ctn,baluma,n,,,,N,,,,
baluwa,ctn,baluwa,n,,,,N,,,,
bambo,ctn,bambo,n,,,,E,,,,
bamna,ctn,bamna,n,,,,N,,,,
bamnikhola,ctn,bamnikhola,n,,,,N,,,,
bamnima,ctn,bamnima,n,,,Nep. बाहुनी ‘Brahmin woman’ + Chintang ma ‘woman’,C/N,,,,
bampudki,ctn,bampudki,adj,bampurki ; bhampurki,,,N,,,,
bamsi,ctn,bamsi,n,baŋsi,,,N,,,,
-bamu,ctn,-bamu,gm,-bamuk ; -bhamu ; -moʔ,,,C,,,-bamuʔ ; -mu ; -muʔ,
ban,ctn,ban,n,bon,,,N,,,,
LX000153,ctn,ban,vi,,bannu,,N,,,,
LX000154,ctn,ban,vi,baĩ ; bai,banma,,B,,,,
banau,ctn,banau,vt,,banaunu,,N,,,bana ; ban,
banbir,ctn,banbir,n,,,,N,,,,
bancaro,ctn,bancaro,n,bancuro,,,N,,,,
bancewa,ctn,bancewa,n,,,,C,,,,
band,ctn,band,vi,,,,C,difference to other words meaning 'long' remains to be established,,ban ; baĩ,
banda,ctn,banda,n,,,,N,,,,
LX000155,ctn,banda,adj,band ; bhandi ; bandhi,,,N,:to be reviewed:,,,
LX000156,ctn,banda,n,,bhai banda,,N,,,,
bandaki,ctn,bandaki,n,,,,N,,,,
bandakopi,ctn,bandakopi,n,,,,N,,,,
bandan,ctn,bandan,n,,,,N,,,,
bande,ctn,bande,n,,,,N,,,,
bandobasta,ctn,bandobasta,n,,,,N,,,,
-bandu,ctn,-bandu,gm,-banduk ; -bhandu ; -banduʔ,,,C,,,-banduʔ ; -ndu ; -nduʔ,
banduke,ctn,banduke,n,bonduke,,,N,,,,
banduwa,ctn,banduwa,n,,,,N,,,,
bani,ctn,bani,n,,,,N,,,,
bantawa,ctn,bantawa,n,bontawa,,,B,,,,
LX000157,ctn,baŋa,n,bãŋa,,,B,,,,
LX000158,ctn,baŋbaŋlari,adv,,,,C,,,,
LX000159,ctn,baŋga,n,,,,C,,,,
LX000160,ctn,baŋgara,n,,,,C/N,,,,
LX000161,ctn,baŋge,n,baŋgeʔ,,,N,,,,
LX000162,ctn,baŋgo,adj,,,,N,,,,
LX000163,ctn,baŋk,n,,,,C,,,,
LX000164,ctn,baŋkibaŋ,adv,,,,C,,,,
LX000165,ctn,baŋkhur,n,,,,N,,,,
LX000166,ctn,baŋsa,n,baŋsauli,,,N,,,,
bapali,ctn,bapali,adv,,,,C/N,,,,
-bapat,ctn,-bapat,gm,,,,N,,,,
baph,ctn,baph,n,,,,N,,,,
baphre,ctn,baphre,interj,,,,N,,,,
bar,ctn,bar,n,bʌr,,,N,,,,
LX000167,ctn,bar,n,,,,N,,,,
LX000168,ctn,bar,n,,,,N,,,,
LX000169,ctn,bar,n,,,,N,,,,
LX000170,ctn,bar,vt,,barnu,,N,,,,
bara,ctn,bara,n,,senca bara,,C,POS remains to be established,ritual,,
barachetra,ctn,barachetra,n,brahachetra ; barchetra,,,N,,,,
baradali,ctn,baradali,n,,,,N,,,,
barahat,ctn,barahat,adv,,,बाह्र हात 'twelve hands' (as a measure of distance?),N,,,,
baraju,ctn,baraju,n,baraji ; bara,,,N,,,,
baran,ctn,baran,n,,,,N,,,,
barana,ctn,barana,n,,,,N,,,,
baranda,ctn,baranda,n,,,,E,,,,
LX000171,ctn,baraŋdhoke,n,,,,C,,,,
LX000172,ctn,baraũ,num,,,,N,,,,
barbote,ctn,barbote,n,,,,N,,,,
bardan,ctn,bardan,n,bardana,,,N,,,,
bardibas,ctn,bardibas,n,,,,N,,,,
bare,ctn,bare,adj,,,,N,,,,
barha,ctn,barha,num,bara,,,N,,,,
bari,ctn,bari,n,,,,N,,,bar,
LX000173,ctn,bari,n,,,,N,,,,
barilai,ctn,barilai,n,laribarilai,,,N,,,,
barkat,ctn,barkat,n,,,,N,,,,
LX000174,ctn,barkaũla,n,,,,N,:to be reviewed:,,,
barkha,ctn,barkha,n,bʌrkha ; barkhe,,,N,,,,
barkhar,ctn,barkhar,adj,,,,N,,,,
barmasi,ctn,barmasi,n,,,,N,,,,
barna,ctn,barna,n,,,,N,:to be reviewed:,,,
barnan,ctn,barnan,n,,,,N,,,,
barobari,ctn,barobari,adj,barabari ; barabara ; barabar ; baraar ; badhabaddhi,,,C/N,,,,
barsa,ctn,barsa,n,barkha ; bʌrsʌ ; bʌrkhʌ,,,N,,,,
barta,ctn,barta,n,,,,N,,,,
LX000175,ctn,bartaŋ,n,,,,N,,,,
barulo,ctn,barulo,n,barula,,,N,,,,
baruni,ctn,baruni,n,,,,N,,,,
bas,ctn,bas,vi,bos,basnu,,N,,,,
LX000176,ctn,bas,vi,,basnu,,N,,,,
LX000177,ctn,bas,interj,,,,N,,,,
LX000178,ctn,bas,n,,,,N,,,,
LX000179,ctn,bãs,n,bas,,,N,,,,
basai,ctn,basai,n,basaĩ,,,N,,,,
basana,ctn,basana,n,,,,N,,,,
basani,ctn,basani,n,basan,,,N,,,,
basanta,ctn,basanta,n,,,,N,,,,
LX000180,ctn,basanta,n,basanti,,,N,,,,
basau,ctn,basau,vt,,basaunu,,N,,,basa ; bas,
basghare,ctn,basghare,n,,,,N,,,,
basi,ctn,basi,n,vasi,,,N,,,,
LX000181,ctn,basi,adj,,,,N,,,,
basikara,ctn,basikara,n,basekara,,,C,,,,
basila,ctn,basila,n,bʌsila,,,N,,,,
basinda,ctn,basinda,n,,,,N,,,,
baskarna,ctn,baskarna,n,,,,N,,,,
basket,ctn,basket,n,,,,E,,,,
basobas,ctn,basobas,n,,,,N,,,,
baspani,ctn,baspani,n,,,,N,,,,
baspeti,ctn,baspeti,n,,,,N,,,,
bassa,ctn,bassa,n,,,,N,,,,
bastab,ctn,bastab,n,wastab,,,N,,,,
bastabik,ctn,bastabik,adj,bastawik,,,N,,,,
basti,ctn,basti,n,,,,N,,,,
bastra,ctn,bastra,n,,,,N,,,,
bastubhau,ctn,bastubhau,n,,,,N,,,,
basudew,ctn,basudew,n,,,,N,,,,
basukinag,ctn,basukinag,n,,,,N,,,,
basundhara,ctn,basundhara,n,basundara,,,N,,,,
basuri,ctn,basuri,n,bãsuri,,,N,,,,
bat,ctn,bat,n,,,,N,,,,
-bata,ctn,-bata,gm,-bato ; -batʌ ; -bada,,,N,,,,
batam,ctn,batam,n,,,,C,,,,
batas,ctn,batas,n,,,,N,,,,
batau,ctn,batau,vt,,bataunu,,N,,,bata ; bat,
bato,ctn,bato,n,bata ; batta,,,N,,,,
batt,ctn,batt,vt,baʔt,batma,,B,,,,
batta,ctn,batta,n,,,,N,,,,
batti,ctn,batti,n,,,,C/N,,,,
LX000182,ctn,batti,n,,,,N,,,,
battimi,ctn,battimi,n,,korõwa battimi,,C,,ritual,,
battis,ctn,battis,num,bottis,,,N,,,,
batul,ctn,batul,vt,,batulnu,,N,,,,
batulo,ctn,batulo,adj,,,,N,,,,
batuwa,ctn,batuwa,n,battuwa,,,N,,,,
bathan,ctn,bathan,n,,,,N,,,,
batho,ctn,batho,adj,batha ; bhatha,,,N,,,bath,
bathrum,ctn,bathrum,n,,,,E,,,,
bau,ctn,bau,n,,,,N,,,,
baula,ctn,baula,n,bhaula,,,N,,,,
baunna,ctn,baunna,num,bawanna,,,N,,,,
bayalis,ctn,bayalis,num,,,,N,,,,
bayan,ctn,bayan,n,bayen,,,N,,,,
bayasi,ctn,bayasi,num,biyasi,,,N,,,,
bayattri,ctn,bayattri,n,betri ; betari ; bettri ; beyatri ; beʔri,,,C/N/E,,,,
bayu,ctn,bayu,n,,,,N,,,,
LX000183,ctn,bayu,n,baya,,,N,,,,
-bayu,ctn,-bayu,gm,-bayuk ; -bhayu,,,C,,,-bayuʔ ; -yu ; -yuʔ,
LX000184,ctn,baʔwa,n,,,,C,,,,
bebastha,ctn,bebastha,n,bayabastha,bebastha garnu,,N,,,,
bebasthit,ctn,bebasthit,adj,byabasthit,,,N,,,,
bebharik,ctn,bebharik,adj,bebarik,,,N,,,,
bec,ctn,bec,vt,,becnu,,N,,,,
bechup,ctn,bechup,n,bechub ; bechuk,,,B,,,,
bedi,ctn,bedi,n,bẽdi ; bidi,,,C/N,,,,
begar,ctn,begar,prep,,,,N,,,,
begari,ctn,begari,adj,,,,N,,,,
beglo,ctn,beglo,adj,begal ; begla ; begle ; begleʔ ; bekle,,,N,,,begl,
behari,ctn,behari,n,,ãdhi behari,,N,,,,
beheri,ctn,beheri,n,bheri,,,N,,,,
behora,ctn,behora,n,,,,N,,,,
behulabeuli,ctn,behulabeuli,n,,,,N,,,,
bek,ctn,bek,sound,,,,C,,,,
bekar,ctn,bekar,adj,,,,N,,,,
bekti,ctn,bekti,n,byakti,,,N,,,,
bektigat,ctn,bektigat,adj,,,,N,,,,
bekha,ctn,bekha,n,,,,C,,,,
bel,ctn,bel,n,,,,N,,,,
bela,ctn,bela,n,bella ; belo ; wela,,,N,,,,
LX000185,ctn,bela,gm,belo,,,N,,,,
belabela,ctn,belabela,adv,belakibela,,,C/N,,,,
belanti,ctn,belanti,n,,,,C,,,,
belca,ctn,belca,n,,,,N,,,,
belcani,ctn,belcani,n,,,,N,,,,
beli,ctn,beli,n,,,,C/N,,,,
beltariya,ctn,beltariya,n,,,,N,,,,
belu,ctn,belu,n,,,,C/N,,,,
beluka,ctn,beluka,n,,,,N,,,,
belun,ctn,belun,n,,,,C/N/E,,,,
belhara,ctn,belhara,n,belahara,,,N,,,,
benc,ctn,benc,n,,,,E,,,,
LX000186,ctn,benchuwaiʔ,n,benchoiʔ ; benchuwa,,,C,,,,
benjo,ctn,benjo,n,,,,N,,,,
LX000187,ctn,beŋ,n,,,,E,,,,
LX000188,ctn,beŋbeŋbeŋwa,adv,,beŋbeŋbeŋwa,,C,,,,
LX000189,ctn,beŋd,vi,,beŋma,,C,,,beŋ,S-NOM(1) V-s(S)
LX000190,ctn,beŋd,vt,,beŋma,,C,,,beŋ,A-ERG G-LOC T-NOM(1) V-a(A).o(T)
LX000191,ctn,beŋgal,n,,,,N,,,,
LX000192,ctn,beŋkore,adj,aŋkoreʔ ; baŋkoreʔ ; baŋkhɨre ; beŋko,,,C,,,,
LX000193,ctn,beŋs,vi,,beŋma,,C,,,beŋ,S-NOM(1) V-s(S)
LX000194,ctn,beŋs,vt,,beŋma,,C,,,beŋ,A-ERG G-LOC T-NOM(1) V-a(A).o(T)
LX000195,ctn,beŋthe,adj,,,,C,,,,
LX000196,ctn,beŋwa,n,beũwa ; beuwa,,,C,,,,
LX000197,ctn,beŋware,n,beuware ; beũware ; bewãre,,,C,,,,
LX000198,ctn,beŋwari,n,bewãri,,,C,,,,
bepari,ctn,bepari,n,,,,N,,,,
bephaida,ctn,bephaida,adj,,,,N,,,,
ber,ctn,ber,n,,,,N,,,,
LX000199,ctn,ber,vt,bernu,,,N,,,,
berek,ctn,berek,n,,,,C/N/E,,,,
beri,ctn,beri,n,berichoŋ,tuplaya beriya,,C,variant bericoŋ is not clear,ritual,,
LX000200,ctn,berichoŋ,n,,,,C,,ritual,,
berina,ctn,berina,n,,,,C,,,,
bes,ctn,bes,adj,,,,N,,,,
besaha,ctn,besaha,n,,,,N,:to be reviewed:,,,
besan,ctn,besan,n,bessan,,,N,,,,
besara,ctn,besara,n,,,,N,,,,
LX000201,ctn,besara,n,,,,N,,,,
besauti,ctn,besauti,n,,,,N,,,,
besi,ctn,besi,n,,,,N,,,,
LX000202,ctn,besi,adj,,,,N,:to be reviewed:,,,
besiyar,ctn,besiyar,adj,besihar ; besehar ; bisihar,,,N,,,,
besmari,ctn,besmari,adv,besari ; bessari,,,N,,,,
besse,ctn,besse,n,,,,N,,,,
besta,ctn,besta,adj,,,,N,,,,
besuri,ctn,besuri,n,,,,N,,,,
betha,ctn,betha,n,,,,N,,,,
bethi,ctn,bethi,n,bethibesauti,bethi besauti,,N,,,,
beula,ctn,beula,n,byaulo,,,N,,,,
beuli,ctn,beuli,n,beʔuli,,,N,,,,
bewahon,ctn,bewahon,n,,,,C,,ritual,,
LX000203,ctn,-beʔ,gm,-ba ; -bak ; -be ; -pe ; -peʔ,,,C,,,-baʔ,
bi,ctn,bi,n,,,,E,,,,
biade,ctn,biade,n,biyade,,,N,,,,
bibas,ctn,bibas,n,,,,N,,,,
bibauti,ctn,bibauti,n,bibotti ; biboʔti,,,N,,,,
bibek,ctn,bibek,n,,,,N,,,,
bibi,ctn,bibi,n,,,,N,,,,
bibhag,ctn,bibhag,n,,,,N,,,,
bibhinna,ctn,bibhinna,adj,,,,N,:to be reviewed:,,,
bic,ctn,bic,n,bij,,,N,,,,
bicalli,ctn,bicalli,adj,,,,N,,,,
bicar,ctn,bicar,n,,,,N,,,,
bicara,ctn,bicara,n,,,,N,,,,
bicari,ctn,bicari,n,,,,N,,,,
bicauna,ctn,bicauna,n,,,,N,,,,
bicbicbe,ctn,bicbicbe,adv,bijbijbe ; bicbicbeʔ,,reduplication of Nep. bic 'space between' + -beʔ [LOC],C/N,,,,
bicchama,ctn,bicchama,n,,,,N,,,,
bicche,ctn,bicche,n,bicce ; biche,,,C/N,,,,
bicchi,ctn,bicchi,n,,,,N,,,,
bick,ctn,bick,vi,,bickinu,,N,,,bicki,
bichahari,ctn,bichahari,adv,bechāhari ; bicar,,,N,,,,
bid,ctn,bid,n,binda ; bĩd,,,N,,,,
-bid,ctn,-bid,v2,-pid ; -pi,,,C,this suffix can mark beneficients as well as maleficients,,-bi,
bida,ctn,bida,n,,,,N,,,,
biddewal,ctn,biddewal,n,,,,N,,,,
bides,ctn,bides,n,,,,N,,,,
bidesi,ctn,bidesi,n,,,,N,,,,
bido,ctn,bido,n,,bhãdo bido,,C,,ritual,,
bidroha,ctn,bidroha,n,,,,N,,,,
bidrohi,ctn,bidrohi,adj,,,,N,,,,
bidu,ctn,bidu,n,,,,C,,child,,
bidur,ctn,bidur,n,bedu,,,N,,,,
bidya,ctn,bidya,n,bidde ; biddeya,,,N,,,,
bidhan,ctn,bidhan,n,,,,N,,,,
bidhiwat,ctn,bidhiwat,adj,,,,N,,,,
bidhyarthi,ctn,bidhyarthi,n,bidharthi ; biddharthi ; biddhyarthi ; biddyarthi ; bidarthi,,,N,,,,
bied,ctn,bied,n,,,,E,,,,
bigar,ctn,bigar,n,,,,N,,,,
LX000204,ctn,bigar,vt,,bigarnu,,N,,,,
bigr,ctn,bigr,vi,,bigrinu,,N,,,bigri ; bigra,
bigyan,ctn,bigyan,n,biggyan,,,N,,,,
bigha,ctn,bigha,n,biga,,,N,,,,
bighatan,ctn,bighatan,n,bighat,,,N,,,,
bihan,ctn,bihan,n,biyan,,,N,,,,
bihana,ctn,bihana,adv,,,,N,,,,
bihe,ctn,bihe,n,biha ; biya ; bhiya ; bhie ; biheʔ ; bhiha,,,N,,,,
bihibar,ctn,bihibar,n,,,,N,,,,
bihim,ctn,bihim,n,bhim,,,C,,,,
bijai,ctn,bijai,n,,,,N,,,,
bijaya,ctn,bijaya,n,,,,N,,,,
bijayapur,ctn,bijayapur,n,,,,N,,,,
biji,ctn,biji,adj,,,,E,,,,
bijodi,ctn,bijodi,n,,,,N,,,,
bijok,ctn,bijok,n,bijog,,,N,,,,
bijule,ctn,bijule,n,bijuli,,,C,,,,
bijuli,ctn,bijuli,n,biddud,,,N,,,,
bijuwa,ctn,bijuwa,n,,,,N,,,,
bikar,ctn,bikar,n,,,,N,,,,
bikas,ctn,bikas,n,,,,N,,,,
LX000205,ctn,bikas,n,,,,N,,,,
bikat,ctn,bikat,n,,,,N,,,,
bikkame,ctn,bikkame,adj,bikame ; bikami ; bekkame,,,C/N,,,,
bikram,ctn,bikram,n,,,,N,,,,
bikri,ctn,bikri,n,bik ; bikre,,,N,,,,
bikrti,ctn,bikrti,n,bikirti ; bikriti,,,N,,,,
bikh,ctn,bikh,n,bis,,,N,,,,
bil,ctn,bil,n,,,,E,,,,
bilap,ctn,bilap,n,,,,N,,,,
bilau,ctn,bilau,vi,,bilaunu,,N,,,bila ; bil,
bilet,ctn,bilet,n,biled ; beled,,,E,,,,
bilkul,ctn,bilkul,adv,,,,N,,,,
bilo,ctn,bilo,n,,,,N,,,,
bim,ctn,bim,n,,,,E,,,,
LX000206,ctn,bim,n,bhim,,,N,,,,
bimal,ctn,bimal,n,bimali,,,N,,,,
bimala,ctn,bimala,n,,,,N,,,,
bimar,ctn,bimar,adj,,,,N,,,,
bimari,ctn,bimari,n,,,,N,,,,
bimbasori,ctn,bimbasori,n,,,,C,,,,
bimojja,ctn,bimojja,adj,,,,N,,,,
bina,ctn,bina,adj,,bina bittha,,N,,,,
LX000207,ctn,bina,gm,,,,N,,,,
binayo,ctn,binayo,n,,,,N,,,,
bine,ctn,bine,n,,,,N,final -e could be a nicknamer.,,,
binisa,ctn,binisa,n,,,,N,,,,
binita,ctn,binita,n,,,,N,,,,
binri,ctn,binri,n,,,,N,,,,
binti,ctn,binti,n,,,,N,,,,
bipana,ctn,bipana,n,,,,N,,,,
LX000208,ctn,bipana,n,bipani ; bipuni ; bipane,,,N,,,,
bipanna,ctn,bipanna,adj,,,,N,,,,
biparit,ctn,biparit,adj,,,,N,,,,
bipat,ctn,bipat,n,,,,N,,,,
bir,ctn,bir,adj,,,,N,,,,
LX000209,ctn,bir,n,,,,N,,,,
LX000210,ctn,bir,n,,,,N,,,,
birai,ctn,birai,n,,,,N,,,,
birakta,ctn,birakta,adj,,,,N,,,,
biralo,ctn,biralo,n,bhiralo,,,N,,,,
birami,ctn,birami,adj,,,,N,,,,
biranu,ctn,biranu,adj,,,,N,,,,
biratnagar,ctn,biratnagar,n,,,,N,,,,
birau,ctn,birau,vt,,biraunu,,N,,,bira ; bir,
birchandra,ctn,birchandra,n,,,,N,,,,
birche,ctn,birche,n,briche,,,N,,,,
birdha,ctn,birdha,adj,,,,N,,,,
bire,ctn,bire,n,,,,N,,,,
birendra,ctn,birendra,n,,,,N,,,,
birko,ctn,birko,n,,,,N,,,,
